,"访问时间","地域","来源","入口页面","搜索词","访问IP","访客标识码","访问时长","访问页数","最后停留在","上一次访问时间","访问类型","访问频次","操作系统","网络服务商","浏览器","语言环境","屏幕分辨率","屏幕颜色","Flash版本","是否支持Cookie","是否支持JAVA","打开时间","停留时长","页面地址"
"369","2019/08/21 18:14:17","重庆","直接访问","https://www.liu-hao.cn","--","14.111.61.155","1926608877258831574","10s","3","https://www.liu-hao.cn/guestbook","2019/08/21 17:03:23","新访客","3","Win 10","","Google Chrome","","1536x864","24-bit","","支持","不支持","2019-08-21 18:14:17","3s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 18:14:20","4s","https://www.liu-hao.cn/record/86"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 18:14:24","3s","https://www.liu-hao.cn/guestbook"
"370","2019/08/21 17:03:23","重庆","直接访问","https://liu-hao.cn","--","14.111.61.155","1926608877258831574","48s","5","https://www.liu-hao.cn/record/86","2019/08/21 12:14:48","新访客","2","Win 10","","Google Chrome","","1536x864","24-bit","","支持","不支持","2019-08-21 17:03:23","4s","https://liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 17:03:27","4s","https://liu-hao.cn/life/82"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 17:03:31","20s","https://liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 17:03:51","11s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 17:04:02","9s","https://www.liu-hao.cn/record/86"
"371","2019/08/21 12:14:48","重庆","直接访问","https://liu-hao.cn","--","14.111.58.248","1926608877258831574","324s","2","https://liu-hao.cn/record/79","首次访问","新访客","1","Win 10","","Google Chrome","","1536x864","24-bit","","支持","不支持","2019-08-21 12:14:48","8s","https://liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 12:14:56","316s","https://liu-hao.cn/record/79"
"372","2019/08/21 10:55:03","杭州","神马搜索","https://www.liu-hao.cn/record/79","魅族16线刷包","36.18.122.137","2040622628601845479","437s","15","https://www.liu-hao.cn/record/79","首次访问","新访客","1","Win 7","","Google Chrome","","360x640","24-bit","","支持","不支持","2019-08-21 10:55:03","178s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:58:01","10s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:58:11","41s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:58:52","5s","https://www.liu-hao.cn/tag/%E9%AD%85%E6%97%8F16th%E8%A7%A3%E9%94%81BL"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:58:57","6s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:59:03","21s","https://www.liu-hao.cn/tag/%E9%AD%85%E6%97%8F16th%E8%A7%A3%E9%94%81BL"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:59:24","2s","https://www.liu-hao.cn/tag/%E9%AD%85%E6%97%8F16%E7%BA%BF%E5%88%B7%E5%8C%85"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:59:26","11s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:59:37","6s","https://www.liu-hao.cn/tag/%E9%AD%85%E6%97%8F16th%E8%A7%A3%E9%94%81BL"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 10:59:43","29s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 11:00:12","44s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 11:00:56","72s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 11:02:08","10s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 11:02:18","2s","https://www.liu-hao.cn/tag/%E9%AD%85%E6%97%8F16th%E8%A7%A3%E9%94%81BL"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-21 11:02:20","未知","https://www.liu-hao.cn/record/79"
"373","2019/08/21 02:15:14","东莞","搜狗","https://www.liu-hao.cn","site:www.liu-hao.cn","106.120.188.162","2225648779559006255","未知","1","https://www.liu-hao.cn","首次访问","新访客","1","Win 7","","Google Chrome","","800x600","24-bit","","支持","不支持","2019-08-21 02:15:14","未知","https://www.liu-hao.cn"
"374","2019/08/20 16:26:02","呼和浩特","百度","https://www.liu-hao.cn/seo/49","handsome评论获取qq头像","218.202.107.132","1907516777081820257","213s","1","https://www.liu-hao.cn/seo/49","首次访问","新访客","1","Win 10","移动","Google Chrome","","1536x864","24-bit","","支持","不支持","2019-08-20 16:26:02","213s","https://www.liu-hao.cn/seo/49"
"375","2019/08/20 15:18:19","秦皇岛","百度","http://article.caicj88.top/Uncle/20190820151819.html","全天快3","106.8.2.40","1831130151970445755","未知","1","http://article.caicj88.top/Uncle/20190820151819.html","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 15:18:19","未知","http://article.caicj88.top/Uncle/20190820151819.html"
"376","2019/08/20 14:46:21","洛阳","百度","http://Retrieved.alfkn88.top/of/20190820144620.html","PC蛋蛋官网","42.235.170.159","2144380010281329780","未知","1","http://Retrieved.alfkn88.top/of/20190820144620.html","首次访问","新访客","1","Android 2.3","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:46:21","未知","http://Retrieved.alfkn88.top/of/20190820144620.html"
"377","2019/08/20 14:46:13","洛阳","百度","http://and.cahmw88.top/which/20190820144612.html","排列5注册","42.235.170.159","2328541726666029000","未知","1","http://and.cahmw88.top/which/20190820144612.html","首次访问","新访客","1","Linux","","IE 5.0","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:46:13","未知","http://and.cahmw88.top/which/20190820144612.html"
"378","2019/08/20 14:46:12","洛阳","百度","http://begin.cahmz88.top/Served/20190820144611.html","分分彩官网","42.235.170.159","2212426203423271260","未知","1","http://begin.cahmz88.top/Served/20190820144611.html","首次访问","新访客","1","Ubuntu","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:46:12","未知","http://begin.cahmz88.top/Served/20190820144611.html"
"379","2019/08/20 14:13:38","洛阳","百度","http://Paramount.albwy88.top/released/20190820141234.html","全天11选5","115.50.105.48","1806457853353146160","未知","1","http://Paramount.albwy88.top/released/20190820141234.html","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:13:38","未知","http://Paramount.albwy88.top/released/20190820141234.html"
"380","2019/08/20 14:02:02","洛阳","百度","http://s.alqsz88.top/Starting/20190820140201.html","快乐飞艇稳赚","42.224.217.16","1741051729742277185","未知","1","http://s.alqsz88.top/Starting/20190820140201.html","首次访问","新访客","1","macOS","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:02:02","未知","http://s.alqsz88.top/Starting/20190820140201.html"
"381","2019/08/20 14:01:25","洛阳","百度","http://States.alewc88.top/August/20190820140124.html","全天11选5","182.121.30.230","2227839565590020548","未知","1","http://States.alewc88.top/August/20190820140124.html","首次访问","新访客","1","Win 7","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:01:25","未知","http://States.alewc88.top/August/20190820140124.html"
"382","2019/08/20 14:01:15","洛阳","百度","http://channel.caieb88.top/Bobby/20190820140114.html","PK10赛车计划","182.121.30.230","1973175338034123754","未知","1","http://channel.caieb88.top/Bobby/20190820140114.html","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:01:15","未知","http://channel.caieb88.top/Bobby/20190820140114.html"
"383","2019/08/20 14:00:47","洛阳","百度","http://musicians.cahss88.top/Main/20190820140046.html","快3稳赚","115.53.255.28","2172194682388915895","未知","1","http://musicians.cahss88.top/Main/20190820140046.html","首次访问","新访客","1","Win XP","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:47","未知","http://musicians.cahss88.top/Main/20190820140046.html"
"384","2019/08/20 14:00:45","洛阳","百度","http://black.cahkg88.top/black/20190820140044.html","北京赛车代理","115.53.255.28","2335796871262502804","未知","1","http://black.cahkg88.top/black/20190820140044.html","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:45","未知","http://black.cahkg88.top/black/20190820140044.html"
"385","2019/08/20 14:00:44","洛阳","百度","http://commissioned.caijf88.top/videos/20190820140043.html","快乐飞艇官网","115.53.255.28","1928715288038849206","未知","1","http://commissioned.caijf88.top/videos/20190820140043.html","首次访问","新访客","1","BSD","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:44","未知","http://commissioned.caijf88.top/videos/20190820140043.html"
"386","2019/08/20 14:00:40","洛阳","百度","http://venture.alskq88.top/Coates/20190820140018.html","全天PC蛋蛋","115.53.255.28","1728668355509848615","未知","1","http://venture.alskq88.top/Coates/20190820140018.html","首次访问","新访客","1","macOS","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:40","未知","http://venture.alskq88.top/Coates/20190820140018.html"
"387","2019/08/20 14:00:11","洛阳","百度","http://Nite.caicn88.top/Yes/20190820140011.html","全天排列5","42.235.126.14","2344857977100166573","未知","1","http://Nite.caicn88.top/Yes/20190820140011.html","首次访问","新访客","1","Ubuntu","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:11","未知","http://Nite.caicn88.top/Yes/20190820140011.html"
"388","2019/08/20 14:00:07","洛阳","百度","http://may.almyy88.top/Hop/20190820140007.html","时时彩计划","42.235.126.14","2222204379020575448","未知","1","http://may.almyy88.top/Hop/20190820140007.html","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 14:00:07","未知","http://may.almyy88.top/Hop/20190820140007.html"
"389","2019/08/20 13:54:33","无锡","百度","http://certain.cahqc88.top/Blast/20190820135419.html","福彩3D开奖","221.227.72.62","1776059042084633469","未知","1","http://certain.cahqc88.top/Blast/20190820135419.html","首次访问","新访客","1","Linux","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 13:54:33","未知","http://certain.cahqc88.top/Blast/20190820135419.html"
"390","2019/08/20 13:29:48","其他","直接访问","https://www.liu-hao.cn","--","39.105.232.182","1879549470010221901","11s","2","https://www.liu-hao.cn","首次访问","新访客","1","Linux","","Google Chrome","","","24-bit","","支持","不支持","2019-08-20 13:29:48","10s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-20 13:29:58","1s","https://www.liu-hao.cn"
"391","2019/08/20 13:19:57","洛阳","百度","http://Lifted.algni88.top/to/20190820131956.html","11选5计划","125.43.57.47","1796449928035745008","未知","1","http://Lifted.algni88.top/to/20190820131956.html","首次访问","新访客","1","Cent","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 13:19:57","未知","http://Lifted.algni88.top/to/20190820131956.html"
"392","2019/08/20 13:07:34","云浮","百度","http://series.cahlw88.top/by/20190820130734.html","PK10赛车平台","119.138.195.136","1949157498478140687","未知","1","http://series.cahlw88.top/by/20190820130734.html","首次访问","新访客","1","Ubuntu","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 13:07:34","未知","http://series.cahlw88.top/by/20190820130734.html"
"393","2019/08/20 12:12:17","西双版纳","百度","http://talk.cahmh88.top/the/20190820121217.html","快3注册","116.55.183.188","1752144616886316384","未知","1","http://talk.cahmh88.top/the/20190820121217.html","首次访问","新访客","1","Linux","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 12:12:17","未知","http://talk.cahmh88.top/the/20190820121217.html"
"394","2019/08/20 11:36:46","丽江","百度","http://the.alxlh88.top/Launched/20190820113645.html","六合彩官网","116.55.78.108","2128028429058492653","未知","1","http://the.alxlh88.top/Launched/20190820113645.html","首次访问","新访客","1","Win XP","电信","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-20 11:36:46","未知","http://the.alxlh88.top/Launched/20190820113645.html"
"395","2019/08/20 10:35:00","郑州","百度","http://following.aljlc88.top/Donnie/20190820103459.html","百家乐官网","171.8.11.72","2214132873329500509","未知","1","http://following.aljlc88.top/Donnie/20190820103459.html","首次访问","新访客","1","Fedora","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 10:35:00","未知","http://following.aljlc88.top/Donnie/20190820103459.html"
"396","2019/08/20 09:41:36","娄底","百度","http://programming.caifw88.top/the/20190820094135.html","分分彩稳赚","220.170.243.17","1828573302226530403","未知","1","http://programming.caifw88.top/the/20190820094135.html","首次访问","新访客","1","Linux","电信","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 09:41:36","未知","http://programming.caifw88.top/the/20190820094135.html"
"397","2019/08/20 09:02:17","深圳","百度","http://Gordon.allgl88.top/the/20190820090217.html","11选5网站","222.220.153.215","1999129842103526664","未知","1","http://Gordon.allgl88.top/the/20190820090217.html","首次访问","新访客","1","Linux","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 09:02:17","未知","http://Gordon.allgl88.top/the/20190820090217.html"
"398","2019/08/20 07:17:48","广州","百度","http://Unreal.cahxh88.top/Campaign/20190820071747.html","全天排列5","183.161.1.130","2205035002974417106","未知","1","http://Unreal.cahxh88.top/Campaign/20190820071747.html","首次访问","新访客","1","Ubuntu","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 07:17:48","未知","http://Unreal.cahxh88.top/Campaign/20190820071747.html"
"399","2019/08/20 07:01:54","南昌","百度","http://programming.cahlm88.top/Oprah/20190820070153.html","福彩3D官网","182.108.5.156","2161908518899738197","未知","1","http://programming.cahlm88.top/Oprah/20190820070153.html","首次访问","新访客","1","iPhone","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-20 07:01:54","未知","http://programming.cahlm88.top/Oprah/20190820070153.html"
"400","2019/08/20 06:03:24","济南","百度","http://Television.cahxd88.top/Foundation/20190820060324.html","排列3官网","113.120.63.133","1963205095856492426","未知","1","http://Television.cahxd88.top/Foundation/20190820060324.html","首次访问","新访客","1","Linux","电信","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-20 06:03:24","未知","http://Television.cahxd88.top/Foundation/20190820060324.html"
"401","2019/08/20 05:26:05","深圳","百度","http://World.albnd88.top/s/20190820052604.html","时时彩注册","61.145.0.127","1921683894064339632","未知","1","http://World.albnd88.top/s/20190820052604.html","首次访问","新访客","1","macOS","电信","","","1920x1080","24-bit","","支持","不支持","2019-08-20 05:26:05","未知","http://World.albnd88.top/s/20190820052604.html"
"402","2019/08/20 04:39:54","深圳","http://www.ooxx.com","http://ashamed.cahwk88.top/Hip/20190820043954.html","--","182.202.220.240","2172921334579254372","未知","1","http://ashamed.cahwk88.top/Hip/20190820043954.html","首次访问","新访客","1","Linux","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-20 04:39:54","未知","http://ashamed.cahwk88.top/Hip/20190820043954.html"
"403","2019/08/20 03:34:12","达州","百度","http://to.allgl88.top/a/20190820033413.html","六合彩平台","175.154.97.253","1931000047453414351","未知","1","http://to.allgl88.top/a/20190820033413.html","首次访问","新访客","1","Win 7","联通","IE 7.0","","1920x1080","24-bit","","支持","不支持","2019-08-20 03:34:12","未知","http://to.allgl88.top/a/20190820033413.html"
"404","2019/08/20 02:48:41","安康","百度","http://highlights.cahkd88.top/Networks/20190820024838.html","排列5开奖","117.37.27.235","2216748980824806903","未知","1","http://highlights.cahkd88.top/Networks/20190820024838.html","首次访问","新访客","1","Linux","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 02:48:41","未知","http://highlights.cahkd88.top/Networks/20190820024838.html"
"405","2019/08/20 02:05:43","芜湖","百度","http://network.caifz88.top/rights/20190820020543.html","全天六合彩","60.169.240.250","1965368856794287840","未知","1","http://network.caifz88.top/rights/20190820020543.html","首次访问","新访客","1","Win 2003","电信","IE 8.0","","1920x1080","24-bit","","支持","不支持","2019-08-20 02:05:43","未知","http://network.caifz88.top/rights/20190820020543.html"
"406","2019/08/20 00:53:59","桂林","百度","http://programming.caibj88.top/your/20190820005357.html","排列3官网","182.91.223.94","1802203238103145195","未知","1","http://programming.caibj88.top/your/20190820005357.html","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-20 00:53:59","未知","http://programming.caibj88.top/your/20190820005357.html"
"407","2019/08/20 00:35:05","芜湖","百度","http://on.cahsj88.top/Delman/20190820003505.html","时时彩网站","117.66.230.115","1847488342148797974","未知","1","http://on.cahsj88.top/Delman/20190820003505.html","首次访问","新访客","1","Linux","电信","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-20 00:35:05","未知","http://on.cahsj88.top/Delman/20190820003505.html"
"408","2019/08/19 22:58:02","滨州","百度","http://champ.alnpq88.top/which/20190819225753.html","时时彩开奖","27.209.13.0","2158028075921928281","未知","1","http://champ.alnpq88.top/which/20190819225753.html","首次访问","新访客","1","BSD","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-19 22:58:02","未知","http://champ.alnpq88.top/which/20190819225753.html"
